chrom	start	end	window_start	window_end	rel_disruption_start	rel_disruption_end	type
chr1	4400000	4410000	3750784	5061504	628736	630784	down10
chr1	5150000	5160000	4500784	5811504	628736	630784	down10
chr1	6190000	6200000	5540784	6851504	628736	630784	down10
chr1	6430000	6440000	5780784	7091504	628736	630784	down10
chr1	6980000	6990000	6330784	7641504	628736	630784	down10
chr1	7230000	7240000	6580784	7891504	628736	630784	down10
chr1	8960000	8970000	8310784	9621504	628736	630784	down10
chr1	9730000	9740000	9080784	10391504	628736	630784	down10
chr1	10220000	10230000	9570784	10881504	628736	630784	down10
chr1	10790000	10800000	10140784	11451504	628736	630784	down10
chr1	11140000	11150000	10490784	11801504	628736	630784	down10
chr1	12840000	12850000	12190784	13501504	628736	630784	down10
chr1	13760000	13770000	13110784	14421504	628736	630784	down10
chr1	14110000	14120000	13460784	14771504	628736	630784	down10
chr1	14990000	15000000	14340784	15651504	628736	630784	down10
chr1	15630000	15640000	14980784	16291504	628736	630784	down10
chr1	16090000	16100000	15440784	16751504	628736	630784	down10
chr1	16450000	16460000	15800784	17111504	628736	630784	down10
chr1	17140000	17150000	16490784	17801504	628736	630784	down10
chr1	17640000	17650000	16990784	18301504	628736	630784	down10
chr1	18330000	18340000	17680784	18991504	628736	630784	down10
chr1	19080000	19090000	18430784	19741504	628736	630784	down10
chr1	19990000	20000000	19340784	20651504	628736	630784	down10
chr1	20290000	20300000	19640784	20951504	628736	630784	down10
chr1	20570000	20580000	19920784	21231504	628736	630784	down10
chr1	21950000	21960000	21300784	22611504	628736	630784	down10
chr1	22270000	22280000	21620784	22931504	628736	630784	down10
chr1	22540000	22550000	21890784	23201504	628736	630784	down10
chr1	23300000	23310000	22650784	23961504	628736	630784	down10
chr1	23720000	23730000	23070784	24381504	628736	630784	down10
chr1	24280000	24290000	23630784	24941504	628736	630784	down10
chr1	24680000	24690000	24030784	25341504	628736	630784	down10
chr1	25520000	25530000	24870784	26181504	628736	630784	down10
chr1	25910000	25920000	25260784	26571504	628736	630784	down10
chr1	26820000	26830000	26170784	27481504	628736	630784	down10
chr1	27200000	27210000	26550784	27861504	628736	630784	down10
chr1	27730000	27740000	27080784	28391504	628736	630784	down10
chr1	28400000	28410000	27750784	29061504	628736	630784	down10
chr1	28790000	28800000	28140784	29451504	628736	630784	down10
chr1	30270000	30280000	29620784	30931504	628736	630784	down10
chr1	30690000	30700000	30040784	31351504	628736	630784	down10
chr1	30950000	30960000	30300784	31611504	628736	630784	down10
chr1	31170000	31180000	30520784	31831504	628736	630784	down10
chr1	32160000	32170000	31510784	32821504	628736	630784	down10
chr1	32710000	32720000	32060784	33371504	628736	630784	down10
chr1	33550000	33560000	32900784	34211504	628736	630784	down10
chr1	34450000	34460000	33800784	35111504	628736	630784	down10
chr1	34880000	34890000	34230784	35541504	628736	630784	down10
chr1	35480000	35490000	34830784	36141504	628736	630784	down10
chr1	35710000	35720000	35060784	36371504	628736	630784	down10
chr1	36130000	36140000	35480784	36791504	628736	630784	down10
chr1	36770000	36780000	36120784	37431504	628736	630784	down10
chr1	37250000	37260000	36600784	37911504	628736	630784	down10
chr1	37650000	37660000	37000784	38311504	628736	630784	down10
chr1	37880000	37890000	37230784	38541504	628736	630784	down10
chr1	38130000	38140000	37480784	38791504	628736	630784	down10
chr1	38990000	39000000	38340784	39651504	628736	630784	down10
chr1	39360000	39370000	38710784	40021504	628736	630784	down10
chr1	39540000	39550000	38890784	40201504	628736	630784	down10
chr1	39990000	40000000	39340784	40651504	628736	630784	down10
chr1	40850000	40860000	40200784	41511504	628736	630784	down10
chr1	41140000	41150000	40490784	41801504	628736	630784	down10
chr1	41800000	41810000	41150784	42461504	628736	630784	down10
chr1	42700000	42710000	42050784	43361504	628736	630784	down10
chr1	43100000	43110000	42450784	43761504	628736	630784	down10
chr1	43280000	43290000	42630784	43941504	628736	630784	down10
chr1	43740000	43750000	43090784	44401504	628736	630784	down10
chr1	44190000	44200000	43540784	44851504	628736	630784	down10
chr1	45200000	45210000	44550784	45861504	628736	630784	down10
chr1	45780000	45790000	45130784	46441504	628736	630784	down10
chr1	46090000	46100000	45440784	46751504	628736	630784	down10
chr1	46300000	46310000	45650784	46961504	628736	630784	down10
chr1	46760000	46770000	46110784	47421504	628736	630784	down10
chr1	47240000	47250000	46590784	47901504	628736	630784	down10
chr1	47750000	47760000	47100784	48411504	628736	630784	down10
chr1	48320000	48330000	47670784	48981504	628736	630784	down10
chr1	48820000	48830000	48170784	49481504	628736	630784	down10
chr1	49320000	49330000	48670784	49981504	628736	630784	down10
chr1	50920000	50930000	50270784	51581504	628736	630784	down10
chr1	51340000	51350000	50690784	52001504	628736	630784	down10
chr1	51630000	51640000	50980784	52291504	628736	630784	down10
chr1	52120000	52130000	51470784	52781504	628736	630784	down10
chr1	52630000	52640000	51980784	53291504	628736	630784	down10
chr1	53030000	53040000	52380784	53691504	628736	630784	down10
chr1	53330000	53340000	52680784	53991504	628736	630784	down10
chr1	53690000	53700000	53040784	54351504	628736	630784	down10
chr1	53920000	53930000	53270784	54581504	628736	630784	down10
chr1	54380000	54390000	53730784	55041504	628736	630784	down10
chr1	54980000	54990000	54330784	55641504	628736	630784	down10
chr1	55180000	55190000	54530784	55841504	628736	630784	down10
chr1	55880000	55890000	55230784	56541504	628736	630784	down10
chr1	56980000	56990000	56330784	57641504	628736	630784	down10
chr1	57400000	57410000	56750784	58061504	628736	630784	down10
chr1	57990000	58000000	57340784	58651504	628736	630784	down10
chr1	58380000	58390000	57730784	59041504	628736	630784	down10
chr1	58980000	58990000	58330784	59641504	628736	630784	down10
chr1	59240000	59250000	58590784	59901504	628736	630784	down10
